,jop_title,company_name,location,type,links
413,Senior System Administrator - Linux expert,EGID company -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/x7e9DgUsbUzC-Senior-System-Administrator---Linux-expert-EGID-company-Cairo-Egypt?o=414&l=sp&t=sj&a=data%20science|search-v3|hpb
414,Senior PHP Developer (Laravel With MongoDB),Almotahida Education -,"Mokattam, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/te5E0BRbmlKm-Senior-PHP-Developer-Laravel-With-MongoDB-Almotahida-Education-Cairo-Egypt?o=415&l=sp&t=sj&a=data%20science|search-v3|hpb
415,Front End Developer - Vue JS,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GSOezjNHupwT-Front-End-Developer---Vue-JS-Perfect-Presentation-Giza-Egypt?o=416&l=sp&t=sj&a=data%20science|search-v3|hpb
416,Supply Chain Director,Al-Rowad for Plastic Pipes -,"10th of Ramadan City, Sharqia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CJ3Iupffp9Nv-Supply-Chain-Director-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=417&l=sp&t=sj&a=data%20science|search-v3|hpb
417,Software Implementation Specialist,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/zwV1ltxWzfko-Software-Implementation-Specialist-Cairo-Egypt?o=418&l=sp&t=sj&a=data%20science|search-v3|hpb
418,Junior Implementation Specialist,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/jqSVIGkqIYzk-Junior-Implementation-Specialist-Cairo-Egypt?o=419&l=sp&t=sj&a=data%20science|search-v3|hpb
419,Technical Lead - Growing Co,Confidential -,"Suez, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Io0vOS0oIfoF-Technical-Lead---Growing-Co-Suez-Egypt?o=420&l=sp&t=sj&a=data%20science|search-v3|hpb
420,Business Analyst - Growing Multinational Co,Confidential -,"Suez, Egypt ",Full Time,https://wuzzuf.net/jobs/p/lIU65847E9ch-Business-Analyst---Growing-Multinational-Co-Suez-Egypt?o=421&l=sp&t=sj&a=data%20science|search-v3|hpb
421,Operations Research Analyst,Confidential -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/oF7SHVOwZVuR-Operations-Research-Analyst-Cairo-Egypt?o=422&l=sp&t=sj&a=data%20science|search-v3|hpb
422,Final Inspection Section-Head,Sierra Engineering & Manufacturing -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/FAQOurk69EHR-Final-Inspection-Section-Head-Sierra-Engineering-Manufacturing-Cairo-Egypt?o=423&l=sp&t=sj&a=data%20science|search-v3|hpb
423,Odoo Developer,Mobica -,"Abu Rawash, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/eGQvdJiP6Axp-Odoo-Developer-Mobica-Giza-Egypt?o=424&l=sp&t=sj&a=data%20science|search-v3|hpb
424,Application Manager,The Egyptian Microfinance Company- Maksab -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Z3HMykK4fIVP-Application-Manager-The-Egyptian-Microfinance-Company--Maksab-Cairo-Egypt?o=425&l=sp&t=sj&a=data%20science|search-v3|hpb
425,Sr. Software Quality Control Engineer,BlueCloud -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZuK6CqP7K0oF-Sr-Software-Quality-Control-Engineer-BlueCloud-Cairo-Egypt?o=426&l=sp&t=sj&a=data%20science|search-v3|hpb
426,Technical Solutions Delivery Manager,Streams -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NHHgEKW3LYas-Technical-Solutions-Delivery-Manager-Streams-Giza-Egypt?o=427&l=sp&t=sj&a=data%20science|search-v3|hpb
427,Linux System Administrator,Egpay -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/SYgkPpqdGpK2-Linux-System-Administrator-Egpay-Cairo-Egypt?o=428&l=sp&t=sj&a=data%20science|search-v3|hpb
428,SAP PP/QM/PM Consultant,BEAM Consolidated -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/2nBT01vMlNhz-SAP-PPQMPM-Consultant-BEAM-Consolidated-Cairo-Egypt?o=429&l=sp&t=sj&a=data%20science|search-v3|hpb
429,IT Help Desk Specialist,Value -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/3Giy7EOE7OW5-IT-Help-Desk-Specialist-Value-Cairo-Egypt?o=430&l=sp&t=sj&a=data%20science|search-v3|hpb
430,PHP Developer - Fluent English Speaker,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Z0l1FjGn8H7c-PHP-Developer---Fluent-English-Speaker-Cairo-Egypt?o=431&l=sp&t=sj&a=data%20science|search-v3|hpb
431,Oracle NetSuite Technical Consultant,Advanced Techniques Solutions for Software Company  -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/rYlszC13HE6B-Oracle-NetSuite-Technical-Consultant-Advanced-Techniques-Solutions-for-Software-Company-Cairo-Egypt?o=432&l=sp&t=sj&a=data%20science|search-v3|hpb
432,Business Unit Manager,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Uth7ke550Y0n-Business-Unit-Manager-Cairo-Egypt?o=433&l=sp&t=sj&a=data%20science|search-v3|hpb
433,UI/UX Designer (On-Site),Confidential -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ojBuupoBhu2J-UIUX-Designer-On-Site-Giza-Egypt?o=434&l=sp&t=sj&a=data%20science|search-v3|hpb
434,Senior Full Stack Developer,Procrew -,"Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yboiANgXptPa-Senior-Full-Stack-Developer-Procrew-Alexandria-Egypt?o=435&l=sp&t=sj&a=data%20science|search-v3|hpb
435,Microsoft 365 Security Engineer,Global Brands -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/LolcRewCftca-Microsoft-365-Security-Engineer-Global-Brands-Cairo-Egypt?o=436&l=sp&t=sj&a=data%20science|search-v3|hpb
436,Network Trainer-Instructor,MICA -,"Haram, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6xfbnsDNTJ6k-Network-Trainer-Instructor-MICA-Giza-Egypt?o=437&l=sp&t=sj&a=data%20science|search-v3|hpb
437,IT Specialist,Creative Motion -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/puPtJcngrbPJ-IT-Specialist-Creative-Motion-Cairo-Egypt?o=438&l=sp&t=sj&a=data%20science|search-v3|hpb
438,Senior Full Stack Developer,Dimensions Information Technology -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Se4ToaKGvpUT-Senior-Full-Stack-Developer-Dimensions-Information-Technology-Cairo-Egypt?o=439&l=sp&t=sj&a=data%20science|search-v3|hpb
439,District Manager,Confidential -,"Sohag, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xSETw4wCoGpT-District-Manager-Sohag-Egypt?o=440&l=sp&t=sj&a=data%20science|search-v3|hpb
440,Application Support Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/X8vUBgHjP8f1-Application-Support-Engineer-Cairo-Egypt?o=441&l=sp&t=sj&a=data%20science|search-v3|hpb
441,Web Developer,Akhnaton for Trading & Distributing  -,"Downtown, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/OGbcaevuFODl-Web-Developer-Akhnaton-for-Trading-Distributing-Cairo-Egypt?o=442&l=sp&t=sj&a=data%20science|search-v3|hpb
442,Software Tester (Manual Testing),Atomica -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/3V8k7hEUQwHI-Software-Tester-Manual-Testing-Atomica-Cairo-Egypt?o=443&l=sp&t=sj&a=data%20science|search-v3|hpb
443,UI /UX Product Designing Manager,Atomica -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/Tx1iTlfBCVyk-UI-UX-Product-Designing-Manager-Atomica-Cairo-Egypt?o=444&l=sp&t=sj&a=data%20science|search-v3|hpb
444,Software Engineer,Chubb life Insurance -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/INBZBxshKu8B-Software-Engineer-Chubb-life-Insurance-Cairo-Egypt?o=445&l=sp&t=sj&a=data%20science|search-v3|hpb
445,Senior Strategy Specialist,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/0TOBtG12rkMk-Senior-Strategy-Specialist-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=446&l=sp&t=sj&a=data%20science|search-v3|hpb
446,Senior Android Developer,Procrew -,"Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/uQR2RBd7KM2C-Senior-Android-Developer-Procrew-Alexandria-Egypt?o=447&l=sp&t=sj&a=data%20science|search-v3|hpb
447,Senior System Administrator,Confidential -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/UhCILGu2CTEC-Senior-System-Administrator-Giza-Egypt?o=448&l=sp&t=sj&a=data%20science|search-v3|hpb
448,Senior Full Stack Instructor (PHP - Python),Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/iYqxXkiFejBm-Senior-Full-Stack-Instructor-PHP---Python-Cairo-Egypt?o=449&l=sp&t=sj&a=data%20science|search-v3|hpb
449,Odoo Developer,Yodawy -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/WtifiBqoY71G-Odoo-Developer-Yodawy-Cairo-Egypt?o=450&l=sp&t=sj&a=data%20science|search-v3|hpb
450,Senior Full Stack Developer (.NET),DEVOPSolution -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/eQSc1OhtagwN-Senior-Full-Stack-Developer-NET-DEVOPSolution-Cairo-Egypt?o=451&l=sp&t=sj&a=data%20science|search-v3|hpb
451,IBM BPM Developer,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/A7towgX7Mvi7-IBM-BPM-Developer-Cairo-Egypt?o=452&l=sp&t=sj&a=data%20science|search-v3|hpb
452,Dynamics AX365 Functional Consultant,Sky Holding -,"Katameya, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZV3PXXO9ZB6V-Dynamics-AX365-Functional-Consultant-Sky-Holding-Cairo-Egypt?o=453&l=sp&t=sj&a=data%20science|search-v3|hpb
453,Senior React Native Developer,Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/1MrW2lQhaijA-Senior-React-Native-Developer-Cairo-Egypt?o=454&l=sp&t=sj&a=data%20science|search-v3|hpb
454,Sr. Odoo Developer,Al Rabat -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qj8u73JHg2BV-Sr-Odoo-Developer-Al-Rabat-Cairo-Egypt?o=455&l=sp&t=sj&a=data%20science|search-v3|hpb
455,Backend Developer,Caelum Egypt -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/8nFj6BJ30KbO-Backend-Developer-Caelum-Egypt-Giza-Egypt?o=456&l=sp&t=sj&a=data%20science|search-v3|hpb
456,iOS Developer - Cairo,Restart Technology -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/nQVwSk41R6Kp-iOS-Developer---Cairo-Restart-Technology-Cairo-Egypt?o=457&l=sp&t=sj&a=data%20science|search-v3|hpb
457,React JS Developer,Rowaad -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xMB0F2KBu3D2-React-JS-Developer-Rowaad-Cairo-Egypt?o=458&l=sp&t=sj&a=data%20science|search-v3|hpb
458,Senior Devops Engineer,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/gn27rusTnFDA-Senior-Devops-Engineer-FlairsTech-Cairo-Egypt?o=459&l=sp&t=sj&a=data%20science|search-v3|hpb
459,Full Stack Developer,empoweromics -,"Downtown, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6xbEBAMGHPUE-Full-Stack-Developer-empoweromics-Cairo-Egypt?o=460&l=sp&t=sj&a=data%20science|search-v3|hpb
460,System & DB Administrator/Developer,Global Academic Foundation Hosting University of Hertfordshire UH -,"New Capital, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/IJzvWoKiTYmy-System-DB-AdministratorDeveloper-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt?o=461&l=sp&t=sj&a=data%20science|search-v3|hpb
461,Senior Android Developer,Fawry Banking & Payment Technology Services -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/J5SpbuW69dm6-Senior-Android-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=462&l=sp&t=sj&a=data%20science|search-v3|hpb
462,Senior MS Dynamics 365 FO Developer,Confidential -,"Jeddah, Saudi Arabia ",Full Time,https://wuzzuf.net/jobs/p/fzwA6bfkOJMN-Senior-MS-Dynamics-365-FO-Developer-Jeddah-Saudi-Arabia?o=463&l=sp&t=sj&a=data%20science|search-v3|hpb
463,Product Manager (Derma),prima pharm -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/2zNvhKyccWGP-Product-Manager-Derma-prima-pharm-Cairo-Egypt?o=464&l=sp&t=sj&a=data%20science|search-v3|hpb
464,Senior MS Dynamics CRM Developer,egabi solutions -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/23xhh7F3R0Kq-Senior-MS-Dynamics-CRM-Developer-egabi-solutions-Cairo-Egypt?o=465&l=sp&t=sj&a=data%20science|search-v3|hpb
465,Senior Test Automation Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GTyQgs356K7n-Senior-Test-Automation-Engineer-Expleo-Cairo-Egypt?o=466&l=sp&t=sj&a=data%20science|search-v3|hpb
466,Web Development Team Leader,Confidential -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/4CDCKYnVUNHt-Web-Development-Team-Leader-Cairo-Egypt?o=467&l=sp&t=sj&a=data%20science|search-v3|hpb
467,Senior Pre-Sales Officer,Integrated Technology Group -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/pJUGbMKJ6mv9-Senior-Pre-Sales-Officer-Integrated-Technology-Group-Cairo-Egypt?o=468&l=sp&t=sj&a=data%20science|search-v3|hpb
468,Senior PHP (Laravel) Developer (Tanta),apps square -,"Tanta, Gharbia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/a15GFKwirzjD-Senior-PHP-Laravel-Developer-Tanta-apps-square-Gharbia-Egypt?o=469&l=sp&t=sj&a=data%20science|search-v3|hpb
469,Software Tester / Quality Control Engineer (Mansoura),"qTech. ""AlQemam"" -","Mansoura, Dakahlia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GHkOZ0D34qPB-Software-Tester-Quality-Control-Engineer-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=470&l=sp&t=sj&a=data%20science|search-v3|hpb
470,Software Quality Assurance Specialist,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NZm54Hu95wpG-Software-Quality-Assurance-Specialist-Wakeb-Data-Giza-Egypt?o=471&l=sp&t=sj&a=data%20science|search-v3|hpb
471,Production Chemist (Lacquer),Intrade -,"Obour City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/jjmDKVMe2F9K-Production-Chemist-Lacquer-Intrade-Cairo-Egypt?o=472&l=sp&t=sj&a=data%20science|search-v3|hpb
472,Senior Test Automation Engineer (Selenium/C#),Expleo -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/4FTH0BY8lz0x-Senior-Test-Automation-Engineer-SeleniumC-Expleo-Cairo-Egypt?o=473&l=sp&t=sj&a=data%20science|search-v3|hpb
473,Senior IT Engineer,Advansys for Trading & Contracting -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7SV0xsRakGzy-Senior-IT-Engineer-Advansys-for-Trading-Contracting-Cairo-Egypt?o=474&l=sp&t=sj&a=data%20science|search-v3|hpb
474,Digital Marketing Manager,Bluebell Pharmaceuticals  -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/1mSx0UUL3W3i-Digital-Marketing-Manager-Bluebell-Pharmaceuticals-Cairo-Egypt?o=475&l=sp&t=sj&a=data%20science|search-v3|hpb
475,Sales Executive,Misr International Systems -,"Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/w4H70VjVJP1O-Sales-Executive-Misr-International-Systems-Giza-Egypt?o=476&l=sp&t=sj&a=data%20science|search-v3|hpb
476,Software Technical Lead,Reach -,"New Cairo, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/Fq6b0yWhOatj-Software-Technical-Lead-Reach-Cairo-Egypt?o=477&l=sp&t=sj&a=data%20science|search-v3|hpb
477,Senior QA Lot Release Specialist,Rameda -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/8FrNbPsn6EQn-Senior-QA-Lot-Release-Specialist-Rameda-Giza-Egypt?o=478&l=sp&t=sj&a=data%20science|search-v3|hpb
478,Software Test Engineer | API Testing,Expleo -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/RlUvHKpja6Bw-Software-Test-Engineer-API-Testing-Expleo-Cairo-Egypt?o=479&l=sp&t=sj&a=data%20science|search-v3|hpb
479,Android Developer (On-Site),Union Coop -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/jJ5sRyfyPmyI-Android-Developer-On-Site-Union-Coop-Giza-Egypt?o=480&l=sp&t=sj&a=data%20science|search-v3|hpb
480,"Full Stack Developer (.NET core , Angular)",Smart IT -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/pwS6z1wfqRxA-Full-Stack-Developer-NET-core-Angular-Smart-IT-Cairo-Egypt?o=481&l=sp&t=sj&a=data%20science|search-v3|hpb
481,Oracle Business Application Lead,National Electricity Technology Co. -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/SwuLfhelMFML-Oracle-Business-Application-Lead-National-Electricity-Technology-Co-Cairo-Egypt?o=482&l=sp&t=sj&a=data%20science|search-v3|hpb
482,Senior Java Developer,Asset Technology Group -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/BHa9p9twcWvt-Senior-Java-Developer-Asset-Technology-Group-Cairo-Egypt?o=483&l=sp&t=sj&a=data%20science|search-v3|hpb
483,IT Software Tech Lead Fin-tech,Dafa -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ejeg9bOEiNeZ-IT-Software-Tech-Lead-Fin-tech-Dafa-Cairo-Egypt?o=484&l=sp&t=sj&a=data%20science|search-v3|hpb
484,Software Quality Assurance Tester,Advanced Solutions -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GBC4P0vz6zBr-Software-Quality-Assurance-Tester-Advanced-Solutions-Cairo-Egypt?o=485&l=sp&t=sj&a=data%20science|search-v3|hpb
485,Senior SAP Analytics Cloud Consultant - (SAC),Geidea -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ywORY7xLOnt6-Senior-SAP-Analytics-Cloud-Consultant---SAC-Geidea-Cairo-Egypt?o=486&l=sp&t=sj&a=data%20science|search-v3|hpb
486,Senior PHP Developer,Daeem Delivery -,"Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yqp2Mq5ccBiU-Senior-PHP-Developer-Daeem-Delivery-Giza-Egypt?o=487&l=sp&t=sj&a=data%20science|search-v3|hpb
487,Senior Frontend (Angular+2) Developer - Madar,Obeikan Digital Solutions -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wBKcbupczVA0-Senior-Frontend-Angular2-Developer---Madar-Obeikan-Digital-Solutions-Cairo-Egypt?o=488&l=sp&t=sj&a=data%20science|search-v3|hpb
488,Java Developer,Confidential -,"Smart Village, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/y4NHOLpmA6fV-Java-Developer-Giza-Egypt?o=489&l=sp&t=sj&a=data%20science|search-v3|hpb
489,Database Administrator,Othaim -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/b58hzgTNqnET-Database-Administrator-Othaim-Cairo-Egypt?o=490&l=sp&t=sj&a=data%20science|search-v3|hpb
490,Technical Team Lead (.Net),BI-Technologies -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yMPsJYHupFG1-Technical-Team-Lead-Net-BI-Technologies-Cairo-Egypt?o=491&l=sp&t=sj&a=data%20science|search-v3|hpb
491,SOC Engineer,Link Datacenter -,"Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/2LZnzlYeAMD2-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=492&l=sp&t=sj&a=data%20science|search-v3|hpb
492,BMC Remedy ITSM Consultant,ITS  -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/dPxlxt451QLx-BMC-Remedy-ITSM-Consultant-ITS-Cairo-Egypt?o=493&l=sp&t=sj&a=data%20science|search-v3|hpb
493,Software Architect,ARROW Electronics  -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/MhD6IuFoWYXI-Software-Architect-ARROW-Electronics-Cairo-Egypt?o=494&l=sp&t=sj&a=data%20science|search-v3|hpb
494,Senior Java Developer - Banha,ARROW Electronics  -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/TgYPu3p23XkN-Senior-Java-Developer---Banha-ARROW-Electronics-Qalubia-Egypt?o=495&l=sp&t=sj&a=data%20science|search-v3|hpb
495,System Administrator,Better Home -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hMpwRlh33G8Q-System-Administrator-Better-Home-Cairo-Egypt?o=496&l=sp&t=sj&a=data%20science|search-v3|hpb
496,Senior PHP Developer - Laravel,Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/4TPuPhuT9zLQ-Senior-PHP-Developer---Laravel-Cairo-Egypt?o=497&l=sp&t=sj&a=data%20science|search-v3|hpb
497,Senior Mobile Developer,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GXWg1bFboQFY-Senior-Mobile-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=498&l=sp&t=sj&a=data%20science|search-v3|hpb
498,Senior IT Applications Specialist,GEMS Education -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/rSasS6QcLgbg-Senior-IT-Applications-Specialist-GEMS-Education-Giza-Egypt?o=499&l=sp&t=sj&a=data%20science|search-v3|hpb
499,Senior C++ Software Engineer,Viavi Solutions -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7HclygaU757s-Senior-C-Software-Engineer-Viavi-Solutions-Cairo-Egypt?o=500&l=sp&t=sj&a=data%20science|search-v3|hpb
500,Senior Programmer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/8ZTnwm5YTmik-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=501&l=sp&t=sj&a=data%20science|search-v3|hpb
501,Senior System Administrator,ITS  -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NjBbgpZe71Nq-Senior-System-Administrator-ITS-Cairo-Egypt?o=502&l=sp&t=sj&a=data%20science|search-v3|hpb
502,Software Business Analyst,Keys Group Services -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/OchJEFVbvHLC-Software-Business-Analyst-Keys-Group-Services-Giza-Egypt?o=503&l=sp&t=sj&a=data%20science|search-v3|hpb
503,Senior Java Backend Developer - For USA (Remotely),Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CW3GIWVYsQBA-Senior-Java-Backend-Developer---For-USA-Remotely-Mobile-Wave-3-Cairo-Egypt?o=504&l=sp&t=sj&a=data%20science|search-v3|hpb
504,Unity Developer,Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Dna66l6dmgPb-Unity-Developer-Cairo-Egypt?o=505&l=sp&t=sj&a=data%20science|search-v3|hpb
505,Full Stack .NET Developer,Luftborn -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/b6DVHQBalcW2-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=506&l=sp&t=sj&a=data%20science|search-v3|hpb
506,HRIS Executive / Supervisor,Arma Non Food -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/bLAk1JsPpCFZ-HRIS-Executive-Supervisor-Arma-Non-Food-Cairo-Egypt?o=507&l=sp&t=sj&a=data%20science|search-v3|hpb
507,Sales Buzz Specialist - Application Specialist,Zeina Group -,"Sheikh Zayed, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/mFqw0d3Meqo6-Sales-Buzz-Specialist---Application-Specialist-Zeina-Group-Giza-Egypt?o=508&l=sp&t=sj&a=data%20science|search-v3|hpb
508,Senior Design Engineer - Structural Steel,Saudi-firmness -,"Katameya, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/lJ3qwDwC0xrB-Senior-Design-Engineer---Structural-Steel-Saudi-firmness-Cairo-Egypt?o=509&l=sp&t=sj&a=data%20science|search-v3|hpb
509,Senior NodeJS Developer – Madar,Obeikan Digital Solutions -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wa3n37fJR0io-Senior-NodeJS-Developer-–-Madar-Obeikan-Digital-Solutions-Cairo-Egypt?o=510&l=sp&t=sj&a=data%20science|search-v3|hpb
510,BI Developer,Efada Technology -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/FtNftfvFYmhq-BI-Developer-Efada-Technology-Giza-Egypt?o=511&l=sp&t=sj&a=data%20science|search-v3|hpb
511,Java Developer,Egabi FSI -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xORmGwEts4Mm-Java-Developer-Egabi-FSI-Cairo-Egypt?o=512&l=sp&t=sj&a=data%20science|search-v3|hpb
512,Senior Design Engineer,Johnson Controls -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ePdqYmDVPxFG-Senior-Design-Engineer-Johnson-Controls-Cairo-Egypt?o=513&l=sp&t=sj&a=data%20science|search-v3|hpb
513,Senior Load & Performance Test Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/e1lZHskhB4RE-Senior-Load-Performance-Test-Engineer-Expleo-Cairo-Egypt?o=514&l=sp&t=sj&a=data%20science|search-v3|hpb
514,Quality Engineer - Sadat City ( El Monufeya),GlassRock Insulation Co. -,"Monufya, Egypt ",Full Time,https://wuzzuf.net/jobs/p/a16q0KcQaFU0-Quality-Engineer---Sadat-City-El-Monufeya-GlassRock-Insulation-Co-Monufya-Egypt?o=515&l=sp&t=sj&a=data%20science|search-v3|hpb
